Project:;;;;;Analysis date:;;
Dataset name:;;;;;Analysis by:;;
Location:;;Lat:;Long:;;Codefile:;C:\CPCe_41_inst\shallow_coral_codes_41.txt;
Coral juvenile (CORJU);0;;0;#DIV/0!;#DIV/0!;;
Dendrogyra cylindrus (DCY);0;;0;#DIV/0!;#DIV/0!;;
Dichocoenia stellaris (DST);0.05;;0,05;#DIV/0!;#DIV/0!;;
Dichocoenia stokesi (DSO);0.16;;0,16;#DIV/0!;#DIV/0!;;
Diploria clivosa (DC);0;;0;#DIV/0!;#DIV/0!;;
Diploria labyrinthiformis (DL);0.27;;0,27;#DIV/0!;#DIV/0!;;
Diploria strigosa (DS);0.32;;0,32;#DIV/0!;#DIV/0!;;
Eusmilia fastigiata (EF);0;;0;#DIV/0!;#DIV/0!;;
Favia fragum (FF);0;;0;#DIV/0!;#DIV/0!;;
Isophyllia sinuosa (IS);0;;0;#DIV/0!;#DIV/0!;;
Leptoseris cucullata (LC);0;;0;#DIV/0!;#DIV/0!;;
Madracis decactis (MD);0.11;;0,11;#DIV/0!;#DIV/0!;;
Madracis mirabilis (MM);0;;0;#DIV/0!;#DIV/0!;;
Manicina areolata (MAR);0;;0;#DIV/0!;#DIV/0!;;
Meandrina meandrites (MME);0;;0;#DIV/0!;#DIV/0!;;
Millipora alcicornis (MILA);0;;0;#DIV/0!;#DIV/0!;;
Millipora complanata (MILC);0.75;;0,75;#DIV/0!;#DIV/0!;;
Millipora squarrosa (MILS);0;;0;#DIV/0!;#DIV/0!;;
Montastraea annularis (MA);0;;0;#DIV/0!;#DIV/0!;;
Montastraea cavernosa (MC);0.11;;0,11;#DIV/0!;#DIV/0!;;
Montastrea faveolata (MFAV);0;;0;#DIV/0!;#DIV/0!;;
Montastrea franksi (MFRN);0.27;;0,27;#DIV/0!;#DIV/0!;;
Mussa angulosa (MAN);0;;0;#DIV/0!;#DIV/0!;;
Mycetophyllia aliciae (MAL);0;;0;#DIV/0!;#DIV/0!;;
Mycetophyllia danaana (MDA);0;;0;#DIV/0!;#DIV/0!;;
Mycetophyllia ferox (MF);0;;0;#DIV/0!;#DIV/0!;;
Mycetophyllia lamarckiana (ML);0;;0;#DIV/0!;#DIV/0!;;
Oculina diffusa (OD);0;;0;#DIV/0!;#DIV/0!;;
Porites astreoides (PA);0.48;;0,48;#DIV/0!;#DIV/0!;;
Porites branneri (PB);0;;0;#DIV/0!;#DIV/0!;;
Porites divaricata (PD);0;;0;#DIV/0!;#DIV/0!;;
Porites furcata (PF);0;;0;#DIV/0!;#DIV/0!;;
Porites porites (PP);0;;0;#DIV/0!;#DIV/0!;;
Scolymia cubensis (SC);0;;0;#DIV/0!;#DIV/0!;;
Scolymia lacera (SL);0;;0;#DIV/0!;#DIV/0!;;
Siderastrea radians (SR);0;;0;#DIV/0!;#DIV/0!;;
Siderastrea siderea (SS);0.75;;0,75;#DIV/0!;#DIV/0!;;
Solenastrea bournoni (SB);0.05;;0,05;#DIV/0!;#DIV/0!;;
Solenastrea hyades (SH);0;;0;#DIV/0!;#DIV/0!;;
Stephanocoenia michelinii (SM);0;;0;#DIV/0!;#DIV/0!;;
Tubastraea aurea (TA);0;;0;#DIV/0!;#DIV/0!;;
GORGONIANS (G);;;;;;;
Briareum (BRI);0;;0;#DIV/0!;#DIV/0!;;
Erythropodium (ERY);0;;0;#DIV/0!;#DIV/0!;;
Eunicea (EUN);0;;0;#DIV/0!;#DIV/0!;;
Gorgonian (GORG);11.79;;11,79;#DIV/0!;#DIV/0!;;
Iciligorgia (ICIL);0;;0;#DIV/0!;#DIV/0!;;
Muricea (MUR);0;;0;#DIV/0!;#DIV/0!;;
Muriceopsis (MOPS);0;;0;#DIV/0!;#DIV/0!;;
Plexaura (PAURA);0;;0;#DIV/0!;#DIV/0!;;
Plexaurella (PRELA);0;;0;#DIV/0!;#DIV/0!;;
Pseudoplexaura (PSDP);0;;0;#DIV/0!;#DIV/0!;;
Pseudopterogorgia (PSPT);0;;0;#DIV/0!;#DIV/0!;;
Pterogorgia (PTER);0;;0;#DIV/0!;#DIV/0!;;
SPONGES (S);;;;;;;
Sponge (SPO);11.68;;11,68;#DIV/0!;#DIV/0!;;
ZOANTHIDS (Z);;;;;;;
Palythoa sp. (PAL);0;;0;#DIV/0!;#DIV/0!;;
Zoanthid (ZO);0.21;;0,21;#DIV/0!;#DIV/0!;;
MACROALGAE (MA);;;;;;;
Amphiroa (AMP);0;;0;#DIV/0!;#DIV/0!;;
Dictyota (DICT);10.77;;10,77;#DIV/0!;#DIV/0!;;
Halimeda (HALI);0;;0;#DIV/0!;#DIV/0!;;
Liagora (LIAG);0;;0;#DIV/0!;#DIV/0!;;
Lobophora (LOBO);0.05;;0,05;#DIV/0!;#DIV/0!;;
Macroalgae (MACA);0.05;;0,05;#DIV/0!;#DIV/0!;;
Padina (PAD);0;;0;#DIV/0!;#DIV/0!;;
Peyssonnelid (PEY);0.05;;0,05;#DIV/0!;#DIV/0!;;
Porolithon (POR);0.27;;0,27;#DIV/0!;#DIV/0!;;
Sargassum (SARG);0;;0;#DIV/0!;#DIV/0!;;
Schizothrix (SCHIZ);0;;0;#DIV/0!;#DIV/0!;;
Stypopodium (STY);0;;0;#DIV/0!;#DIV/0!;;
Turbinaria (TURB);0;;0;#DIV/0!;#DIV/0!;;
Turf (TURF);51.63;;51,63;#DIV/0!;#DIV/0!;;
Wrangelia (WRAN);0;;0;#DIV/0!;#DIV/0!;;
OTHER LIVE (OL);;;;;;;
Ascidian (ASC);0;;0;#DIV/0!;#DIV/0!;;
Cyanobacteria (CYAN);0.43;;0,43;#DIV/0!;#DIV/0!;;
Halophylla (HALPH);0;;0;#DIV/0!;#DIV/0!;;
Other (O);0;;0;#DIV/0!;#DIV/0!;;
Tunicate (TSOL);0;;0;#DIV/0!;#DIV/0!;;
DEAD CORAL WITH ALGAE (DCA);;;;;;;
Dead coral with algae (DCA);0.27;;0,27;#DIV/0!;#DIV/0!;;
Dead gorgonian (DG);0;;0;#DIV/0!;#DIV/0!;;
Old dead coral (ODC);0;;0;#DIV/0!;#DIV/0!;;
Recently dead coral (RDC);0;;0;#DIV/0!;#DIV/0!;;
CORALLINE ALGAE (CA);;;;;;;
Coralline algae (CALG);8.75;;8,75;#DIV/0!;#DIV/0!;;
DISEASED CORALS (DC);;;;;;;
Diseased coral (DCOR);0;;0;#DIV/0!;#DIV/0!;;
SAND, PAVEMENT, RUBBLE (SPR);;;;;;;
Pavement (P);0;;0;#DIV/0!;#DIV/0!;;
Rubble (R);0.21;;0,21;#DIV/0!;#DIV/0!;;
Sand (S);0.53;;0,53;#DIV/0!;#DIV/0!;;
UNKNOWNS (U);;;;;;;
Unknown (UNK);0;;0;#DIV/0!;#DIV/0!;;
TAPE, WAND, SHADOW (TWS);;;;;;;
Shadow (SHAD);0;;0;#DIV/0!;#DIV/0!;;
Tape (TAPE);0;;0;#DIV/0!;#DIV/0!;;
Wand (WAND);0;;0;#DIV/0!;#DIV/0!;;
;;;;;;;
NOTES (% of transect);;;MEAN;STD. DEV.;STD. ERROR;;
Aspergillus (ASP);0;;0;#DIV/0!;#DIV/0!;;
Black Band Disease (BBD);0;;0;#DIV/0!;#DIV/0!;;
Bleached coral point (BL);0.32;;0,32;#DIV/0!;#DIV/0!;;
Other disease (OD);0;;0;#DIV/0!;#DIV/0!;;
Plague, Type II (White Plague, Type II) (PLA);0;;0;#DIV/0!;#DIV/0!;;
White Band Disease (WBD);0;;0;#DIV/0!;#DIV/0!;;
Yellow Blotch Disease (YBD);0;;0;#DIV/0!;#DIV/0!;;
NOTES (% of coral);;;;;;;
Aspergillus (ASP);0;;0;#DIV/0!;#DIV/0!;;
Black Band Disease (BBD);0;;0;#DIV/0!;#DIV/0!;;
Bleached coral point (BL);6.45;;6,45;#DIV/0!;#DIV/0!;;
Other disease (OD);0;;0;#DIV/0!;#DIV/0!;;
Plague, Type II (White Plague, Type II) (PLA);0;;0;#DIV/0!;#DIV/0!;;
White Band Disease (WBD);0;;0;#DIV/0!;#DIV/0!;;
Yellow Blotch Disease (YBD);0;;0;#DIV/0!;#DIV/0!;;
;;;;;;;
MAJOR CATEGORY (occurring in transect);;SUMS;MEAN;STD. DEV.;STD. ERROR;SW INDEX;SIMPSON (1-D)
CORAL (C);62;62;62;#DIV/0!;#DIV/0!;2,09;0,85
GORGONIANS (G);221;221;221;#DIV/0!;#DIV/0!;0;0
SPONGES (S);219;219;219;#DIV/0!;#DIV/0!;0;0
ZOANTHIDS (Z);4;4;4;#DIV/0!;#DIV/0!;0;0
MACROALGAE (MA);1178;1178;1178;#DIV/0!;#DIV/0!;0,5;0,3
OTHER LIVE (OL);8;8;8;#DIV/0!;#DIV/0!;0;0
DEAD CORAL WITH ALGAE (DCA);5;5;5;#DIV/0!;#DIV/0!;0;0
CORALLINE ALGAE (CA);164;164;164;#DIV/0!;#DIV/0!;0;0
DISEASED CORALS (DC);0;0;0;#DIV/0!;#DIV/0!;0;1
SAND, PAVEMENT, RUBBLE (SPR);14;14;14;#DIV/0!;#DIV/0!;0,6;0,41
UNKNOWNS (U);0;0;0;#DIV/0!;#DIV/0!;0;1
TAPE, WAND, SHADOW (TWS);0;0;0;#DIV/0!;#DIV/0!;;
TOTAL TRANSECT POINTS;1875;1875;;;;;
;;;;;;;
SUBCATEGORIES (occurring in transect);;SUMS;MEAN;STD. DEV.;STD. ERROR;SW INDEX;SIMPSON (1-D)
CORAL (C);;;;;;2,09;0,85
Acropora cervicornis (AC);0;0;0;#DIV/0!;#DIV/0!;0;0
Acropora palmata (AP);0;0;0;#DIV/0!;#DIV/0!;0;0
Acropora prolifera (APR);0;0;0;#DIV/0!;#DIV/0!;0;0
Agaricia agaricites (AA);0;0;0;#DIV/0!;#DIV/0!;0;0
Agaricia fragilis (AF);0;0;0;#DIV/0!;#DIV/0!;0;0
Agaricia grahamae (AG);0;0;0;#DIV/0!;#DIV/0!;0;0
Agaricia lamarcki (AL);0;0;0;#DIV/0!;#DIV/0!;0;0
Agaricia tenuifolia (AT);0;0;0;#DIV/0!;#DIV/0!;0;0
Agaricia undata (AU);0;0;0;#DIV/0!;#DIV/0!;0;0
Colpophyllia breviserialis (CB);0;0;0;#DIV/0!;#DIV/0!;0;0
Colpophyllia natans (CN);0;0;0;#DIV/0!;#DIV/0!;0;0
Coral (general) (CORAL);0;0;0;#DIV/0!;#DIV/0!;0;0
Coral juvenile (CORJU);0;0;0;#DIV/0!;#DIV/0!;0;0
Dendrogyra cylindrus (DCY);0;0;0;#DIV/0!;#DIV/0!;0;0
Dichocoenia stellaris (DST);1;1;1;#DIV/0!;#DIV/0!;0,07;0
Dichocoenia stokesi (DSO);3;3;3;#DIV/0!;#DIV/0!;0,15;0
Diploria clivosa (DC);0;0;0;#DIV/0!;#DIV/0!;0;0
Diploria labyrinthiformis (DL);5;5;5;#DIV/0!;#DIV/0!;0,2;0,01
Diploria strigosa (DS);6;6;6;#DIV/0!;#DIV/0!;0,23;0,01
Eusmilia fastigiata (EF);0;0;0;#DIV/0!;#DIV/0!;0;0
Favia fragum (FF);0;0;0;#DIV/0!;#DIV/0!;0;0
Isophyllia sinuosa (IS);0;0;0;#DIV/0!;#DIV/0!;0;0
Leptoseris cucullata (LC);0;0;0;#DIV/0!;#DIV/0!;0;0
Madracis decactis (MD);2;2;2;#DIV/0!;#DIV/0!;0,11;0
Madracis mirabilis (MM);0;0;0;#DIV/0!;#DIV/0!;0;0
Manicina areolata (MAR);0;0;0;#DIV/0!;#DIV/0!;0;0
Meandrina meandrites (MME);0;0;0;#DIV/0!;#DIV/0!;0;0
Millipora alcicornis (MILA);0;0;0;#DIV/0!;#DIV/0!;0;0
Millipora complanata (MILC);14;14;14;#DIV/0!;#DIV/0!;0,34;0,05
Millipora squarrosa (MILS);0;0;0;#DIV/0!;#DIV/0!;0;0
Montastraea annularis (MA);0;0;0;#DIV/0!;#DIV/0!;0;0
Montastraea cavernosa (MC);2;2;2;#DIV/0!;#DIV/0!;0,11;0
Montastrea faveolata (MFAV);0;0;0;#DIV/0!;#DIV/0!;0;0
Montastrea franksi (MFRN);5;5;5;#DIV/0!;#DIV/0!;0,2;0,01
Mussa angulosa (MAN);0;0;0;#DIV/0!;#DIV/0!;0;0
Mycetophyllia aliciae (MAL);0;0;0;#DIV/0!;#DIV/0!;0;0
Mycetophyllia danaana (MDA);0;0;0;#DIV/0!;#DIV/0!;0;0
Mycetophyllia ferox (MF);0;0;0;#DIV/0!;#DIV/0!;0;0
Mycetophyllia lamarckiana (ML);0;0;0;#DIV/0!;#DIV/0!;0;0
Oculina diffusa (OD);0;0;0;#DIV/0!;#DIV/0!;0;0
Porites astreoides (PA);9;9;9;#DIV/0!;#DIV/0!;0,28;0,02
Porites branneri (PB);0;0;0;#DIV/0!;#DIV/0!;0;0
Porites divaricata (PD);0;0;0;#DIV/0!;#DIV/0!;0;0
Porites furcata (PF);0;0;0;#DIV/0!;#DIV/0!;0;0
Porites porites (PP);0;0;0;#DIV/0!;#DIV/0!;0;0
Scolymia cubensis (SC);0;0;0;#DIV/0!;#DIV/0!;0;0
Scolymia lacera (SL);0;0;0;#DIV/0!;#DIV/0!;0;0
Siderastrea radians (SR);0;0;0;#DIV/0!;#DIV/0!;0;0
Siderastrea siderea (SS);14;14;14;#DIV/0!;#DIV/0!;0,34;0,05
Solenastrea bournoni (SB);1;1;1;#DIV/0!;#DIV/0!;0,07;0
Solenastrea hyades (SH);0;0;0;#DIV/0!;#DIV/0!;0;0
Stephanocoenia michelinii (SM);0;0;0;#DIV/0!;#DIV/0!;0;0
Tubastraea aurea (TA);0;0;0;#DIV/0!;#DIV/0!;0;0
GORGONIANS (G);;;;;;0;0
Briareum (BRI);0;0;0;#DIV/0!;#DIV/0!;0;0
Erythropodium (ERY);0;0;0;#DIV/0!;#DIV/0!;0;0
Eunicea (EUN);0;0;0;#DIV/0!;#DIV/0!;0;0
Gorgonian (GORG);221;221;221;#DIV/0!;#DIV/0!;0;1
Iciligorgia (ICIL);0;0;0;#DIV/0!;#DIV/0!;0;0
Muricea (MUR);0;0;0;#DIV/0!;#DIV/0!;0;0
Muriceopsis (MOPS);0;0;0;#DIV/0!;#DIV/0!;0;0
Plexaura (PAURA);0;0;0;#DIV/0!;#DIV/0!;0;0
Plexaurella (PRELA);0;0;0;#DIV/0!;#DIV/0!;0;0
Pseudoplexaura (PSDP);0;0;0;#DIV/0!;#DIV/0!;0;0
Pseudopterogorgia (PSPT);0;0;0;#DIV/0!;#DIV/0!;0;0
Pterogorgia (PTER);0;0;0;#DIV/0!;#DIV/0!;0;0
SPONGES (S);;;;;;0;0
Sponge (SPO);219;219;219;#DIV/0!;#DIV/0!;0;1
ZOANTHIDS (Z);;;;;;0;0
Palythoa sp. (PAL);0;0;0;#DIV/0!;#DIV/0!;0;0
Zoanthid (ZO);4;4;4;#DIV/0!;#DIV/0!;0;1
MACROALGAE (MA);;;;;;0,5;0,3
Amphiroa (AMP);0;0;0;#DIV/0!;#DIV/0!;0;0
Dictyota (DICT);202;202;202;#DIV/0!;#DIV/0!;0,3;0,03
Halimeda (HALI);0;0;0;#DIV/0!;#DIV/0!;0;0
Liagora (LIAG);0;0;0;#DIV/0!;#DIV/0!;0;0
Lobophora (LOBO);1;1;1;#DIV/0!;#DIV/0!;0,01;0
Macroalgae (MACA);1;1;1;#DIV/0!;#DIV/0!;0,01;0
Padina (PAD);0;0;0;#DIV/0!;#DIV/0!;0;0
Peyssonnelid (PEY);1;1;1;#DIV/0!;#DIV/0!;0,01;0
Porolithon (POR);5;5;5;#DIV/0!;#DIV/0!;0,02;0
Sargassum (SARG);0;0;0;#DIV/0!;#DIV/0!;0;0
Schizothrix (SCHIZ);0;0;0;#DIV/0!;#DIV/0!;0;0
Stypopodium (STY);0;0;0;#DIV/0!;#DIV/0!;0;0
Turbinaria (TURB);0;0;0;#DIV/0!;#DIV/0!;0;0
Turf (TURF);968;968;968;#DIV/0!;#DIV/0!;0,16;0,68
Wrangelia (WRAN);0;0;0;#DIV/0!;#DIV/0!;0;0
OTHER LIVE (OL);;;;;;0;0
Ascidian (ASC);0;0;0;#DIV/0!;#DIV/0!;0;0
Cyanobacteria (CYAN);8;8;8;#DIV/0!;#DIV/0!;0;1
Halophylla (HALPH);0;0;0;#DIV/0!;#DIV/0!;0;0
Other (O);0;0;0;#DIV/0!;#DIV/0!;0;0
Tunicate (TSOL);0;0;0;#DIV/0!;#DIV/0!;0;0
DEAD CORAL WITH ALGAE (DCA);;;;;;0;0
Dead coral with algae (DCA);5;5;5;#DIV/0!;#DIV/0!;0;1
Dead gorgonian (DG);0;0;0;#DIV/0!;#DIV/0!;0;0
Old dead coral (ODC);0;0;0;#DIV/0!;#DIV/0!;0;0
Recently dead coral (RDC);0;0;0;#DIV/0!;#DIV/0!;0;0
CORALLINE ALGAE (CA);;;;;;0;0
Coralline algae (CALG);164;164;164;#DIV/0!;#DIV/0!;0;1
DISEASED CORALS (DC);;;;;;0;1
Diseased coral (DCOR);0;0;0;#DIV/0!;#DIV/0!;0;0
SAND, PAVEMENT, RUBBLE (SPR);;;;;;0,6;0,41
Pavement (P);0;0;0;#DIV/0!;#DIV/0!;0;0
Rubble (R);4;4;4;#DIV/0!;#DIV/0!;0,36;0,08
Sand (S);10;10;10;#DIV/0!;#DIV/0!;0,24;0,51
UNKNOWNS (U);;;;;;0;1
Unknown (UNK);0;0;0;#DIV/0!;#DIV/0!;0;0
TAPE, WAND, SHADOW (TWS);;;;;;;
Shadow (SHAD);0;0;0;#DIV/0!;#DIV/0!;;0
Tape (TAPE);0;0;0;#DIV/0!;#DIV/0!;;0
Wand (WAND);0;0;0;#DIV/0!;#DIV/0!;;0
;;;;;;;
NOTES (occurring in transect);;SUMS;MEAN;STD. DEV.;STD. ERROR;;
Aspergillus (ASP);0;0;0;#DIV/0!;#DIV/0!;;
Black Band Disease (BBD);0;0;0;#DIV/0!;#DIV/0!;;
Bleached coral point (BL);6;6;6;#DIV/0!;#DIV/0!;;
Other disease (OD);0;0;0;#DIV/0!;#DIV/0!;;
Plague, Type II (White Plague, Type II) (PLA);0;0;0;#DIV/0!;#DIV/0!;;
White Band Disease (WBD);0;0;0;#DIV/0!;#DIV/0!;;
Yellow Blotch Disease (YBD);0;0;0;#DIV/0!;#DIV/0!;;
NOTES (occurring in coral);;;;;;;
Aspergillus (ASP);0;0;0;#DIV/0!;#DIV/0!;;
Black Band Disease (BBD);0;0;0;#DIV/0!;#DIV/0!;;
Bleached coral point (BL);4;4;4;#DIV/0!;#DIV/0!;;
Other disease (OD);0;0;0;#DIV/0!;#DIV/0!;;
Plague, Type II (White Plague, Type II) (PLA);0;0;0;#DIV/0!;#DIV/0!;;
White Band Disease (WBD);0;0;0;#DIV/0!;#DIV/0!;;
Yellow Blotch Disease (YBD);0;0;0;#DIV/0!;#DIV/0!;;
;;;;;;;
Shannon-Weaver Index;1.21;;;;;;
CORAL (C);0.11;;;;;;
GORGONIANS (G);0.25;;;;;;
SPONGES (S);0.25;;;;;;
ZOANTHIDS (Z);0.01;;;;;;
MACROALGAE (MA);0.29;;;;;;
OTHER LIVE (OL);0.02;;;;;;
DEAD CORAL WITH ALGAE (DCA);0.02;;;;;;
CORALLINE ALGAE (CA);0.21;;;;;;
DISEASED CORALS (DC);0;;;;;;
SAND, PAVEMENT, RUBBLE (SPR);0.04;;;;;;
UNKNOWNS (U);0;;;;;;
TAPE, WAND, SHADOW (TWS);;;;;;;
Simpson Index of Diversity (1-D);0.57;;;;;;
CORAL (C);0;;;;;;
GORGONIANS (G);0.01;;;;;;
SPONGES (S);0.01;;;;;;
ZOANTHIDS (Z);0;;;;;;
MACROALGAE (MA);0.39;;;;;;
OTHER LIVE (OL);0;;;;;;
DEAD CORAL WITH ALGAE (DCA);0;;;;;;
CORALLINE ALGAE (CA);0.01;;;;;;
DISEASED CORALS (DC);0;;;;;;
SAND, PAVEMENT, RUBBLE (SPR);0;;;;;;
UNKNOWNS (U);0;;;;;;
TAPE, WAND, SHADOW (TWS);;;;;;;
